"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"2011-03-01","19:00","Golden State Warriors",100,"Indiana Pacers",109,9557,""
"2011-03-01","19:00","New York Knicks",110,"Orlando Magic",116,19131,""
"2011-03-01","19:00","Dallas Mavericks",101,"Philadelphia 76ers",93,13509,""
"2011-03-01","19:00","New Orleans Hornets",90,"Toronto Raptors",96,14704,""
"2011-03-01","20:00","San Antonio Spurs",93,"Memphis Grizzlies",109,13480,""
"2011-03-01","20:00","Detroit Pistons",90,"Milwaukee Bucks",92,11364,""
"2011-03-01","20:00","Los Angeles Lakers",90,"Minnesota Timberwolves",79,17111,""
"2011-03-01","22:00","Houston Rockets",103,"Portland Trail Blazers",87,20272,""
"2011-03-02","19:00","Chicago Bulls",80,"Atlanta Hawks",83,16928,""
"2011-03-02","19:00","San Antonio Spurs",109,"Cleveland Cavaliers",99,18795,""
"2011-03-02","19:00","Golden State Warriors",106,"Washington Wizards",102,17865,""
"2011-03-02","19:30","Phoenix Suns",103,"Boston Celtics",115,18624,""
"2011-03-02","19:30","Minnesota Timberwolves",116,"Detroit Pistons",105,13122,""
"2011-03-02","19:30","New Orleans Hornets",88,"New York Knicks",107,19763,""
"2011-03-02","20:00","Indiana Pacers",89,"Oklahoma City Thunder",113,18203,""
"2011-03-02","21:00","Charlotte Bobcats",80,"Denver Nuggets",120,14255,""
"2011-03-02","22:00","Portland Trail Blazers",107,"Sacramento Kings",102,12286,""
"2011-03-02","22:30","Houston Rockets",103,"Los Angeles Clippers",106,19060,""
"2011-03-03","20:00","Orlando Magic",99,"Miami Heat",96,19600,""
"2011-03-03","22:30","Denver Nuggets",103,"Utah Jazz",101,19524,""
"2011-03-04","15:00","Toronto Raptors",103,"New Jersey Nets",116,18689,"at London, England"
"2011-03-04","19:00","Chicago Bulls",89,"Orlando Magic",81,19207,""
"2011-03-04","19:00","Minnesota Timberwolves",100,"Philadelphia 76ers",111,12008,""
"2011-03-04","19:30","Oklahoma City Thunder",111,"Atlanta Hawks",104,17916,""
"2011-03-04","19:30","Golden State Warriors",103,"Boston Celtics",107,18624,""
"2011-03-04","19:30","Cleveland Cavaliers",119,"New York Knicks",115,19763,""
"2011-03-04","20:00","New Orleans Hornets",98,"Memphis Grizzlies",91,15367,""
"2011-03-04","20:30","Indiana Pacers",108,"Dallas Mavericks",116,20385,""
