"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"2006-03-01","19:00","Sacramento Kings",97,"Cleveland Cavaliers",90,17363,""
"2006-03-01","19:00","Atlanta Hawks",113,"Toronto Raptors",111,15137,""
"2006-03-01","19:00","Indiana Pacers",99,"Washington Wizards",93,13411,""
"2006-03-01","19:30","Miami Heat",103,"Boston Celtics",96,18624,""
"2006-03-01","20:00","New York Knicks",99,"Memphis Grizzlies",101,14678,""
"2006-03-01","20:00","New Jersey Nets",90,"Minnesota Timberwolves",100,15369,""
"2006-03-01","21:00","Detroit Pistons",87,"Denver Nuggets",98,19099,""
"2006-03-01","21:00","Philadelphia 76ers",106,"Houston Rockets",101,15027,""
"2006-03-01","21:00","Milwaukee Bucks",110,"Phoenix Suns",123,17701,""
"2006-03-01","21:00","Charlotte Bobcats",104,"Utah Jazz",89,18177,""
"2006-03-01","22:00","Los Angeles Lakers",93,"Portland Trail Blazers",99,19454,""
"2006-03-01","22:30","Orlando Magic",94,"Golden State Warriors",98,17064,""
"2006-03-01","22:30","New Orleans/Oklahoma City Hornets",67,"Los Angeles Clippers",89,16157,""
"2006-03-02","19:00","Cleveland Cavaliers",92,"Chicago Bulls",91,20726,""
"2006-03-02","21:30","Dallas Mavericks",89,"San Antonio Spurs",98,18797,""
"2006-03-03","19:00","Sacramento Kings",102,"Atlanta Hawks",93,15200,""
"2006-03-03","19:30","Indiana Pacers",98,"Boston Celtics",99,18624,""
"2006-03-03","19:30","Chicago Bulls",108,"New York Knicks",101,19763,""
"2006-03-03","19:30","Washington Wizards",113,"Philadelphia 76ers",119,14832,""
"2006-03-03","20:30","Charlotte Bobcats",76,"Dallas Mavericks",90,20075,""
"2006-03-03","20:30","Denver Nuggets",78,"Houston Rockets",89,14727,""
"2006-03-03","21:00","Orlando Magic",118,"Phoenix Suns",123,18422,""
"2006-03-03","22:00","Los Angeles Clippers",103,"Utah Jazz",105,19911,""
"2006-03-03","22:30","Los Angeles Lakers",106,"Golden State Warriors",94,20375,""
"2006-03-03","22:30","Detroit Pistons",98,"Seattle SuperSonics",96,17072,""
"2006-03-04","13:00","Toronto Raptors",100,"New Jersey Nets",105,16215,""
"2006-03-04","19:30","Atlanta Hawks",93,"Miami Heat",95,20023,""
"2006-03-04","20:30","New York Knicks",103,"Milwaukee Bucks",98,17936,""
"2006-03-04","20:30","Portland Trail Blazers",81,"San Antonio Spurs",101,18797,""
"2006-03-04","21:00","Orlando Magic",94,"Denver Nuggets",110,19509,""
"2006-03-04","22:30","Detroit Pistons",94,"Los Angeles Lakers",105,18997,""
"2006-03-05","13:00","Indiana Pacers",94,"Philadelphia 76ers",93,20177,""
"2006-03-05","13:00","Sacramento Kings",107,"Washington Wizards",117,19612,""
"2006-03-05","15:30","Phoenix Suns",115,"Dallas Mavericks",107,20340,""
"2006-03-05","15:30","Golden State Warriors",90,"Minnesota Timberwolves",103,15797,""
"2006-03-05","18:00","Boston Celtics",105,"Toronto Raptors",111,16623,""
"2006-03-05","19:30","Chicago Bulls",72,"Cleveland Cavaliers",91,20562,""
"2006-03-05","20:30","Portland Trail Blazers",84,"Houston Rockets",102,14046,""
"2006-03-05","21:00","Memphis Grizzlies",102,"Los Angeles Clippers",86,16796,""
"2006-03-05","21:00","Utah Jazz",81,"Seattle SuperSonics",113,15493,""
"2006-03-06","19:30","Miami Heat",106,"Charlotte Bobcats",105,17165,""
"2006-03-06","19:30","Sacramento Kings",109,"New Jersey Nets",84,15749,""
"2006-03-06","20:00","Phoenix Suns",101,"New Orleans/Oklahoma City Hornets",88,19207,""
