"Date","Start (ET)","Visitor/Neutral","Visitor/Neutral PTS","Home/Neutral","Home/Neutral PTS","Attendance","Notes"
"1999-11-02","","Orlando Magic",86,"Charlotte Hornets",100,17461,""
"1999-11-02","","Golden State Warriors",96,"Dallas Mavericks",108,12848,""
"1999-11-02","","Phoenix Suns",102,"Denver Nuggets",107,19099,""
"1999-11-02","","Milwaukee Bucks",98,"Houston Rockets",93,14491,""
"1999-11-02","","Seattle SuperSonics",104,"Los Angeles Clippers",92,17847,""
"1999-11-02","","Detroit Pistons",122,"Miami Heat",128,14623,""
"1999-11-02","","Indiana Pacers",119,"New Jersey Nets",112,13051,""
"1999-11-02","","Cleveland Cavaliers",84,"New York Knicks",92,19763,""
"1999-11-02","","Philadelphia 76ers",76,"San Antonio Spurs",89,27288,""
"1999-11-02","","Boston Celtics",103,"Toronto Raptors",90,17711,""
"1999-11-02","","Los Angeles Lakers",91,"Utah Jazz",84,19911,""
"1999-11-02","","Portland Trail Blazers",106,"Vancouver Grizzlies",86,18218,""
"1999-11-02","","Atlanta Hawks",87,"Washington Wizards",94,16038,""
"1999-11-03","","Washington Wizards",101,"Boston Celtics",112,16082,""
"1999-11-03","","New York Knicks",84,"Chicago Bulls",74,22176,""
"1999-11-03","","New Jersey Nets",90,"Cleveland Cavaliers",97,16777,""
"1999-11-03","","Vancouver Grizzlies",88,"Los Angeles Lakers",103,18997,""
"1999-11-03","","Detroit Pistons",94,"Orlando Magic",103,14253,""
"1999-11-03","","Los Angeles Clippers",98,"Portland Trail Blazers",121,20584,""
"1999-11-04","","Milwaukee Bucks",119,"Atlanta Hawks",109,18514,""
"1999-11-04","","Indiana Pacers",89,"Charlotte Hornets",98,15762,""
"1999-11-04","","Philadelphia 76ers",80,"Phoenix Suns",84,19023,""
"1999-11-04","","Golden State Warriors",81,"San Antonio Spurs",104,14508,""
"1999-11-04","","Dallas Mavericks",96,"Seattle SuperSonics",106,16140,""
"1999-11-04","","Miami Heat",86,"Toronto Raptors",97,16389,""
"1999-11-04","","Houston Rockets",82,"Utah Jazz",98,19142,""
"1999-11-05","","Charlotte Hornets",100,"Boston Celtics",103,16582,""
"1999-11-05","","Miami Heat",105,"Chicago Bulls",87,21972,""
"1999-11-05","","New York Knicks",103,"Detroit Pistons",91,22076,""
"1999-11-05","","San Antonio Spurs",95,"Houston Rockets",85,16285,""
"1999-11-05","","Philadelphia 76ers",81,"Los Angeles Clippers",91,14271,""
"1999-11-05","","Toronto Raptors",112,"New Jersey Nets",92,15517,""
"1999-11-05","","Cleveland Cavaliers",104,"Orlando Magic",99,13142,""
"1999-11-05","","Denver Nuggets",83,"Portland Trail Blazers",95,19995,""
"1999-11-05","","Minnesota Timberwolves",95,"Sacramento Kings",100,32623,"at Tokyo, Japan"
"1999-11-06","","Chicago Bulls",97,"Atlanta Hawks",113,13342,""
"1999-11-06","","New York Knicks",93,"Cleveland Cavaliers",102,17604,""
"1999-11-06","","Dallas Mavericks",120,"Golden State Warriors",97,12708,""
"1999-11-06","","Boston Celtics",108,"Indiana Pacers",115,18345,""
"1999-11-06","","Detroit Pistons",111,"Milwaukee Bucks",121,18374,""
"1999-11-06","","Sacramento Kings",101,"Minnesota Timberwolves",114,34013,"at Tokyo, Japan"
"1999-11-06","","Los Angeles Lakers",82,"Portland Trail Blazers",97,20584,""
"1999-11-06","","Utah Jazz",94,"Seattle SuperSonics",99,17072,""
"1999-11-06","","Denver Nuggets",94,"Vancouver Grizzlies",109,12159,""
"1999-11-06","","Orlando Magic",107,"Washington Wizards",104,14954,""
"1999-11-07","","Dallas Mavericks",97,"Los Angeles Lakers",105,18068,""
"1999-11-07","","Washington Wizards",87,"New Jersey Nets",112,14686,""
"1999-11-07","","San Antonio Spurs",74,"Phoenix Suns",77,19023,""
"1999-11-07","","Charlotte Hornets",99,"Toronto Raptors",109,16658,""
"1999-11-08","","Atlanta Hawks",100,"Denver Nuggets",115,9108,""
"1999-11-08","","Orlando Magic",102,"Houston Rockets",97,13970,""
"1999-11-08","","Utah Jazz",94,"Los Angeles Clippers",79,9686,""
"1999-11-08","","Milwaukee Bucks",101,"New York Knicks",111,19763,""
"1999-11-08","","Seattle SuperSonics",98,"Philadelphia 76ers",117,19402,""
"1999-11-09","","Phoenix Suns",103,"Chicago Bulls",80,22026,""
"1999-11-09","","Los Angeles Lakers",123,"Dallas Mavericks",101,17349,""
"1999-11-09","","San Antonio Spurs",118,"Golden State Warriors",89,11601,""
"1999-11-09","","Indiana Pacers",101,"Miami Heat",113,15200,""
"1999-11-09","","Portland Trail Blazers",87,"Utah Jazz",92,19538,""
"1999-11-10","","Detroit Pistons",110,"Boston Celtics",92,15638,""
"1999-11-10","","Milwaukee Bucks",111,"Charlotte Hornets",117,15769,""
"1999-11-10","","Los Angeles Lakers",89,"Houston Rockets",88,16285,""
"1999-11-10","","San Antonio Spurs",99,"Los Angeles Clippers",94,11118,""
"1999-11-10","","Phoenix Suns",104,"New Jersey Nets",89,11652,""
"1999-11-10","","Philadelphia 76ers",105,"Orlando Magic",110,14056,""
"1999-11-10","","Atlanta Hawks",97,"Vancouver Grizzlies",102,11453,""
"1999-11-10","","Seattle SuperSonics",109,"Washington Wizards",95,13213,""
"1999-11-11","","Seattle SuperSonics",109,"Cleveland Cavaliers",103,11864,""
"1999-11-11","","Toronto Raptors",123,"Detroit Pistons",106,13157,""
"1999-11-11","","Orlando Magic",101,"Indiana Pacers",116,18345,""
"1999-11-11","","Dallas Mavericks",105,"Miami Heat",128,14683,""
"1999-11-11","","New York Knicks",90,"Minnesota Timberwolves",93,18397,""
"1999-11-12","","New York Knicks",74,"Boston Celtics",80,18624,""
"1999-11-12","","New Jersey Nets",92,"Charlotte Hornets",96,16668,""
"1999-11-12","","Portland Trail Blazers",93,"Denver Nuggets",78,17512,""
"1999-11-12","","Houston Rockets",97,"Los Angeles Lakers",81,18359,""
"1999-11-12","","Phoenix Suns",92,"Milwaukee Bucks",107,16137,""
"1999-11-12","","Chicago Bulls",86,"Philadelphia 76ers",92,18120,""
"1999-11-12","","Utah Jazz",92,"Sacramento Kings",105,17317,""
"1999-11-12","","Golden State Warriors",103,"Vancouver Grizzlies",93,12792,""
